Char_Name;Name_Jap;Name_Nick;Char_Data
Howl;Howl  (ハウル);"Howl ""Jenkins, Pendragon"" ";"
Wizard Howl is a mysterious, reclusive wizard. He is twenty-seven years old and known for being very flamboyant and wicked. His notorious moving castle has recently been spotted near Market Chipping and rumours have begun to spread that he is searching for beautiful young women whose hearts he may steal. He comes from Wales, a country unknown to most in the book, where his family still remain unaware of his activities in Sophie's world or of its existence.

Despite his reputation, Howl is in reality an endearing, charming man who is intelligent and considerate, if somewhat self-appreciative and stubborn at times. He enjoys ""slithering out"" of uncomfortable situations, often in comical ways.

Howl is described as being tall and suave, fond of dyeing his hair and wearing impressive suits. However, he is described by Calcifer as ""very vain for a plain man with mud-coloured hair."""
Hatter, Sophie;Sophie Hatter (ソフィー・ハッター);Sophie  Hatter;"
Sophie is the eldest of three sisters and lives a boring life as a hat-maker. She has already determined that her life is everything but exciting, that nothing will ever happen to her, and that she might as well give up any thoughts on adventure or excitement in her life. She hides away in her parent's hat-shop and when she for once sneaks out, she visits her younger sister, who works at a bakery. On the way she meets a mystery man, who saves her from prying soldiers. This encounter changes her life forever.

(Source: AniDB, edited)"
Calcifer;Calcifer  (カルシファー);Calcifer  ;"
Calcifer is a fallen star who was caught by Howl. He didn't want to die, so he struck a deal with the wizard. Calcifer got Howl's heart and a prolonged life, and Howl received full access to all of Calcifer's considerable powers.

As it turns out, neither of them liked it after a while, but it couldn't be broken by people who were part of the contract. When Sophie Hatter comes to Howl's moving castle, Calcifer recognizes that she is under a curse thanks to the Witch of Waste and that Sophie has considerable powers of her own of which she is unaware. To break his own curse, Calcifer offers to lift the curse placed on Sophie once she manages to break Calcifer's contract with Howl."
Turnip Head;Turnip Head  (かかしのカブ);"Turnip Head ""Prince Turnip"" ";"
A prince from a neighboring land who was turned into a scarecrow with a turnip for a head. The curse on him could only be broken by his true love's kiss. Sophie rescues him from the wasteland, and now he follows her around.

In the book Turnip Head is actually the king's brother, Justin, who had disappeared after searching for the missing Wizard Suliman. The witch of the waste took him and mixed some of his body parts with Suliman's, in order to make the perfect man, who she could make the new king. The scarecrow, who does not have a name, was actually summoned by Suliman to inform someone of his and Prince Justin's whereabouts."
Markl;Markl  (マルクル);Markl  ;"
Howl's apprentice. He is an orphan who lives in Howl's castle. His apprenticeship in magic largely consists of running errands and doing the shopping.

In the book he is a fifteen year old boy named Michael Fisher, in love with Sophie's half-sister, Martha."
Heen;Heen  (ヒン);Heen  ;"
Heen is an odd dog who follows Sophie around. He is Madame Sulliman's errand dog. He is introduced when Howl asks Sophie to go to the Royal Castle as ""Mrs. Pendragon,"" while Howl follows behind disguised, and tell Madame Suliman that Howl is cowardly and of no use. As Sophie is going to the Royal Castle she is wondering what Howl disguised himself as. Right after, an old dog begins to follow her, and she thinks it is Howl. Heen is on the large side, old, and wheezes a lot, and leaves the castle with Howl, Sophie, and the Witch of the Waste. One would say he becomes their pet."
Witch of the Waste;Witch of the Waste  (荒地の魔女);Witch of the Waste  ;"
A terrifying witch who doggedly chases after Howl. She is a master of magic, and dispatches her magical creations, the spooky blob men."
Suliman; Suliman (サリマン);  Suliman;"
No biography written."
Saitama;Saitama  (サイタマ);"Saitama ""Caped Baldy"" ";"
Race: Human
Age: 25
Height: 175 cm (5'9"")
Weight: 70 kg (154 lbs)
Location: Z-City
Abilities: Immeasurable Strength, Immeasurable Speed and Reflexes, Infinite Stamina, Supernatural Senses, Invulnerability, Indomitable Will
Occupation: Superhero
Level:

C-Class (Rank 388 - 342 - 5 - 1) B-Class (Rank 101 - 63 -33 - 7) A-Class (Rank 39)
Affiliation: Hero Association
Partner(s): Genos

Saitama is the most powerful hero alive. Having apparently trained himself to superhuman condition, Saitama faces an existential crisis as he is now too powerful to gain any thrill from his heroic deeds.

He is registered with the Heroes Association as a C-Class Superhero and is tasked to defend Z-City against Mysterious Beings.

Saitama is usually deliberately drawn in a simpler style than other characters, with a very rounded head and only a simple mouth and eyes. When drawn in a more 'action-oriented' style with more detail, Saitama is revealed to have sharp features, dangerous looking eyes, and chiseled musculature. His costume is a plain yellow jumpsuit with a short zipper at the collar and a belt. The costume is finished out by an ensemble of red boots and gloves, and a white cape.

For a superhero, Saitama is rather laid back. Because even the mightiest foes pose no challenge to him, he doesn't take his hero work very seriously. In spite of this, he is constantly searching for an opponent that can challenge him, since his superhero work is beginning to bore him because it's too easy. The combination of his attitude, unstoppable strength, and distinctively simple and 'unimpressive' appearance often cause his battles to become anticlimactic. Saitama will usually allow his opponents to rant about their motives and power up into their strongest forms before suddenly and nonchalantly obliterating them with one punch.

(Source: One Punch-Man Wiki)"
Genos;Genos  (ジェノス);"Genos ""Demon Cyborg"" ";"
Race: Human (Cyborg)
Age: 19
Height: 178 cm (5'10"")
Location: Z-City
Abilities: Cyborg Body
Occupation: Superhero
Level: S-Class; Rank: 14
Affiliation: Hero Association
Partner(s): Saitama

Genos is a 19-year-old cyborg and disciple of Saitama. He is always aiming to become stronger and fights for justice. As a registered Superhero, he is in the S-Class ranking at 14.

Genos has a mechanical body of a teenage young man, a pale looking face, blond eyebrows, black sclera and yellow piercing eyes and has blond spiky hair. Over his mechanical limbs, he wears black pants and black shoes. Genos sometimes sports new black mechanical arms, during the time when he sparred with Saitama, and during the time on preparing to stop a giant meteor, he equipped more block-shaped, black mechanical arms along with a small headgear.

Genos is an extremely serious character. He has a strong drive to get stronger than he is, and pesters Saitama to train him frequently.

(Source: One Punch-Man Wikia)"
Mumen Rider;Mumen Rider  (無免ライダー);"Mumen Rider ""License-less Rider"" ";"
Race: Human
Age: 25
Gender: Male
Location: Z-City
Abilities: Weapons; Gauntlet; Bicycle of Justice
Occupation: Superhero
Level: C-Class; Rank: 1
Affiliation: Heroes Association
Debut: Chapter 12

Mumen Rider is a C-Class Superhero from Z-City. He has the #1 rank of the C-Class.

The Mumen Rider is a young man of average height and weight. He wears an armored suit, with light colored armor covering his torso and shoulders. He has a black leather suit under the armor and black gauntlets and kneepads. He also has a green bicycle helmet and dark shades.

He is a courageous young man who rides his bicycle everywhere. He is shown to be a man of justice and he never gives up. He uses his bicycle as a weapon by crashing it into his enemies and fights using hand to hand combat. He is shown to have relatively average strength and average speed but great resiliency. He is good friends with Saitama.

(Source: One Punch-Man Wikia)"
Tatsumaki;Tatsumaki  (戦慄のタツマキ);"Tatsumaki ""Terrible Tornado"" ";"
Race: Human (Esper)
Age: 28
Abilities: Psychokinesis
Occupation: Superhero
Level: S-Class; Rank: 2
Affiliation: Hero Association
Relatives: Fubuki (Younger sister)

Tatsumaki is the S-Class, Rank 2 superhero and the older sister of Fubuki.

Tatsumaki is a petite woman, commonly mistaken for being much younger than she really is. She has a youthful face with wide emerald green eyes and hair that curls up on the ends. She wears a formfitting black dress with long sleeves and four high-cut leg slits that show off her legs and low-heeled black shoes.

Being the second ranked S-Class hero, Tatsumaki is very powerful. She is one of the most powerful heroes and the most powerful esper alive. Fubuki describes her as a monster much like Amai Mask, who chooses not to advance from A-Class to S-Class to not allow weaklings to rank up. Even after witnessing Saitama's display of power in the fight against her, Fubuki is convinced that Saitama is nowhere near her older sister in terms of strength and fighting ability.

(Source: One Punch-Man Wikia)"
Sonic;Sonic  (音速のソニック);"Sonic ""Speed-o'-Sound"" ";"
Race: Human
Age: 25
Location: Z-City
Abilities: Superhuman Speed, Agility
Weapons: Ninja equipment
Occupation: Bodyguard (former), Villain
Affiliation: Zeniru (former)

Sonic is a villain, first appearing as a bodyguard hired by Zeniru. He views Saitama as his eternal rival.


Appearance:
Sonic is a thin, slightly effeminate man, who despite his slender build is extremely strong and fast. He has black medium length hair that is tied up in a topknot. One noticeable feature is that he has two purple marks under his eyes, one under each. He first appears wearing a tight black outfit highlighted by metal plating on the shins, fore-arms, shoulders and chest, as well as a long purple scarf. He is shown later in black street clothes. He always carries a ninjato and other ninja equipment such as kunai and ninja stars.


Personality:
Sonic is a villain who, despite his normally calm appearance, loves fighting strong opponents as shown by when he gets a ""child-like smile"" on his face when he first meets Saitama and has two of his attacks blocked, earlier calling this his ""bad habit."" He seems to be very quick to act as he attacks Saitama on their first meeting without letting him explain the situation.

After being defeated by Saitama for the first time (episode 4), while working as a bodyguard for Zeniru, he devotes his time into finding a way to defeat him.

(Source: One Punch-Man Wikia)"
Fubuki;Fubuki  (フブキ);"Fubuki ""Hellish Blizzard"" ";"
Race: Human (Esper)
Age: 23
Height: 167 cm (5'6"")
Abilities: Psychokinesis
Occupation: Superhero
Level: B-Class; Rank 1
Affiliation: Hero Association, Blizzard Group
Relatives: Tatsumaki (older sister)

Fubuki is the leader of the B-Class superhero group, Blizzard Group and Tatsumaki's younger sister. Her rank is number 1. She is a tall, pretty woman, with shoulder length black hair. She wears a long black dress, black boots and several necklaces all under a long fur coat. Her eyes are bright green, much like her older sister's.

She is shown to be able to levitate and launch items. Fubuki uses ""Hell Storm"" where she levitates the rocks in the surrounding area and then launches them at high speed toward an opponent.

It is soon discovered that she is strong enough to be an A-Class hero, but refuses to become one since she will not be the number one.

(Source: One Punch-Man Wikia)"
Metal Bat;Metal Bat  (金属バット);Metal Bat  ;"
Race: Human
Gender: Male
Abilities: Weapons, Fighting Spirit
Occupation: Superhero
Level: S-Class; Rank: 15
Affiliation: Heroes Association
Debut: Chapter 29

Appearance: Metal Bat resembles a typical japanese bancho delinquent who sports a pompadour. His eyes and brows greatly emphasize his hot temper.

Personality: He appears to have a great deal of confidence in himself stating that he did not care whether a threat is a Demon or Dragon level, he would take care of it himself. He also seems to be brash and reckless, as shown when he immediately smashed one of Melzalgald's marbles instead of trying to analyze what purpose it serves for the enemy. The way he speaks is like of a pirate accent, pronouncing ""yer"" instead of ""your"" for example. He cares greatly about his sister, being angry that he had to miss her piano recital for a meeting.

(Source: One Punch-Man Wikia)"
King;King  (キング);King  ;"
King is the S-Class rank 7 superhero for the Heroes Association.

Considered the ""strongest man in the world"" after defeating a demon class villain effortlessly. Seems he prefers not to fight in actual combat as his name alone is enough to scare away just about any villain.


King is a normal, powerless human who just happened to be a passerby when some heroes defeat an enemy and he's given the credit for it. One of those instances was when Saitama defeated Vaccine Man. He claims that he's merely a 29-year old, unemployed, useless otaku living by himself. King loves to play video games including dating simulations.
"
Puripuri Prisoner;Puripuri Prisoner  (ぷりぷりプリズナー);"Puripuri Prisoner ""Huff-Puff Prisoner"" ";"
Occupation: Superhero
Level: S-Class; Rank 17"
Boros;Boros  (ボロス);"Boros ""Lord Boros"" ";"
Race: Alien
Gender: Male
Abilities: Immense Strength, Speed, Durability, Energy Projection, Regeneration
Occupation: Alien Invader (Leader)
Level: Dragon+
Affiliation: Dark Matter Thieves
Debut: Chapter 32/Episode 10

Lord Boros is the leader of the Dark Matter Thieves, a group of alien invaders who attacked and destroyed A-City.

Appearance: Lord Boros is a slim, cyclopean alien with lightly colored spiky hair and pointed ears, which are adorned with multiple earrings. His face is covered with crack-shaped markings that start from his eye(and cover most of his body presumably). In the area of his body below his chest, there seems to be another eye, which moves in synced with his original one. At first, he is seen wearing a full body armour that suppresses his powers. When the armour is broken by Saitama's punch, he attains a more intimidating and slightly more muscular build, while his skin darkens in colour, parts of his body grow scales and spikes, and his markings start emitting energy, and gain a lighter colour. In his Meteoric Burst form, his appearance changes drastically. His hair grow reaching his back, his eye's sclera becomes black, and his body becomes engulfed in energy, while his markings now return to their original, dark colour.

Personality: Thanks to his amazing powers, Boros is both arrogant and prideful. Due to his love of battles and inability to find any opponent who has been able to match him in power, he roams the universe looking for worthy opponents that would be stand against him. He met a prophet that revealed to him that in a far off planet he would finally find a strong opponent that would be able to fight on par with him, giving Boros the enjoyable fight he had always desired.

(Source: One Punch Man Wikia)"
Kyon;Kyon  (キョン);"Kyon ""John Smith"" ";"
Age: 16-17
Height: 170 cm (5'7"")
Occupation: Student (grade 10-11)

Kyon is a first year high school student. He is quite cynical and does not believe in anything interesting like aliens or espers (Though it's possible he believed in them before). But his curiosity gets the better of him when he tries to talk to Haruhi Suzumiya. She starts the SOS Brigade, and drags Kyon into it, where he tries his best to stop Haruhi from causing too much trouble.

Kyon is the second person to join the SOS Brigade, and is the ""fourth seat"" of the group. He is the only member of the group who is ""normal,"" having no special abilities at all. He is enrolled in North High, and his real name is unknown, his nickname Kyon was created for him by his aunt and then spread by his little sister."
Nagato, Yuki;Yuki Nagato (長門 有希);Yuki  Nagato;"
Age: 3-4, 16-17 (Physically)
Height: 154 cm (5' 0.5"")
Occupation: Student (grade 11)
Data Integration Thought Entity Humanoid Interface

Yuki Nagato is a quiet high school freshman that is the only member of the SOS Brigade that was not ""voluntarily arrested,"" or coerced into joining, by Haruhi Suzumiya. When Haruhi claimed the empty Literature Club as the SOS Brigade's clubroom, Yuki was found reading there. Haruhi claimed the clubroom and Yuki as part of the Brigade, both of which she didn't mind. She lives alone in the same apartment complex as Ryoko Asakura. She wears glasses and her school uniform at all times, only discarding the former after Kyon babbled that she was cuter without them and that he wasn't a 'glasses man', and the latter when the SOS Brigade went on vacation.


Yuki is a ""humanoid interface,"" or artificial human, created by the Integrated Data Entity for the purposes of interacting with and observing events on Earth. Specifically, she is assigned to observe Haruhi, who is the cause of an explosion of data that occurred when she used her godlike powers to recreate the world three years prior. As an artificial human, she has numerous paranormal abilities. She is capable of manipulating the properties of the environment and any materials within it at any scale to her desire, referred to as ""bogus magic"" by Kyon. For instance, she can create a baseball bat that only hits home runs, nullify data links (removing other artificial interface connections from their bodies), plus she is able to make a cover up story (since Ryoko was gone, she made a cover up story that she moved to Canada), and reconstruct a classroom, down to the last detail, after everything in it was completely destroyed. As a result, she is capable of feats of superhuman strength, agility, and stamina. In one instance, she was unfazed while impaled by multiple metal spikes, and effortlessly reconstructed her body afterwards. Her state also affords her an extreme level of intelligence. She can comprehend the rules and concepts of a game instantaneously, as well as create flawless strategies based on her observations, and was able to learn how to play a guitar mere moments after receiving one. Yuki has a very stoic and introverted personality, preferring simple body language rather than speaking. When prompted to speak, she does so in a very concise manner, always speaking in a monotone and displaying a dispassionate complexion. She thinks very rationally, and finds it difficult to communicate with normal humans due to her intelligence and lack of empathy. She enjoys reading, and is seen reading a book in the majority of her appearances. As the series continues, she develops a sense of humor, although her unchanging facial expressions make it near-impossible to discern whether she is joking or not. Despite her reserved manner, she is reliable and trustworthy, resulting in Kyon trusting her more than other members of the SOS Brigade. Yuki is described by Haruhi as the SOS Brigade's ""indispensable silent character."" She was neither recruited by nor did she join the Brigade but was actually included along with the room when Haruhi arrived and declared it as her own. Whenever she is in the club room, she is usually reading. Similar to Itsuki Koizumi, Yuki is obedient when orders are given; however, her loyalties lie more with Kyon rather than Haruhi. The other members often rely on Yuki and her abilities whenever needed most, notably when the SOS Brigade was losing in the baseball tournament, the contest against the Computer Society, and in the case of the Cave Cricket. Aside from this role, she is also responsible for Kyon's safety, as evident when she saved him from an attack by Ryōko, since Kyon's presence stabilizes Haruhi's emotions. In the SOS Brigade's amateur movie production The Adventures of Mikuru Asahina, Yuki was cast as the leading antagonist. She was portrayed as an alien, who could also use magic. Kyon also realized after the ""cave cricket"" incident that Yuki plays a ""behind the scenes"" role, making her one of the puppeteers whose goals are to ensure Haruhi is fully satisfied and that order and balance are maintained. Her intentions of being in the Brigade are to monitor Haruhi and prevent her from feeling bored or greatly disappointed because it is generally believed by the Integrated Data Entity that a drastic event that could end the universe would occur. It is also believed that Haruhi is also the key to evolution and thus it is important for Yuki and other humanoid interfaces to continue their observations. She also has the ability to detect any spatial changes in the environment caused by Haruhi and will act to prevent them from persisting. An example of this is during the unscripted attack in the first fight scene of the Brigade movie, when she tackled Mikuru in order to remove her contact lens which had temporarily caused the fictional ""Mikuru Beam"" to become real."
Suzumiya, Haruhi;Haruhi Suzumiya (涼宮 ハルヒ);Haruhi  Suzumiya;"
Age: 16-17
Birthday: October 8
Height: 158 cm (5'2"")
Blood type: AB
Occupation: Student (grade 10-11), Ultra Director, Ultra Detective, Brigade Chief and Founder

Background
Haruhi Suzumiya, a first year student at North High School (in novels 1-8), and second year (in the 9th and latest novel), can be characterized as funny, eccentric, and somewhat unpredictable. In the series, she is introduced declaring her interests in aliens, espers and time travelers and does not care for ""ordinary"" human beings. The last thing on her mind is a normal high school life. With a burning desire to find such phenomena in the world, she is generally unapproachable and finds ordinary people boring and uninteresting. As a result of this, many of her classmates choose to avoid and confront her. She deals with her emotions by creating a parallel universe, where she inadvertently releases transparent creatures who tear up and destroy everything that comes into contact with them. Espers are the ones who can stop these creatures by cutting and destroying them, because if these creatures are left alone destroying everything as well as the outer barrier it could affect the outside world. She also likes to dress up Mikuru in random outfits.

Kyon is the first character to engage with her in a serious conversation. From this encounter, she gradually begins to soften up to others and starts to open up with her classmates. Later on, Haruhi took Kyon against his will and forced him to help her start the SOS Brigade, thus she has taken an unknown interests to Kyon later in the series. It is hinted that one of the reasons as to why Haruhi opened up to Kyon was that he resembled John Smith; John Smith and Kyon are the same person.

She is noted as smart, athletic, and naturally talented in any extra-curricular activities. She once joined every activity club in her school and quit because she found them boring, despite pleas by the club members for her membership. Her musical talent was highlighted when she stood in as the emergency lead singer and guitarist, along with Yuki, for the band ENOZ during the school festival.


Her childhood is cited as an originator for her interests in strange phenomena. While attending a baseball game with her family, she was shocked to see the vast number of people who had come to see the game. Before then, she had often thought of herself and her life as being special and interesting, yet then came to realize that they were just ordinary normal occurrences and habits and that she is just one of many living human in all of Japan in which Japan is just part of Earth. Consequently, she believed then that there must be at least one person in the world who is living an interesting and truly unique life and sought out to effectively be that person thus motivating her to seek out the extraordinary. After this realization she became notorious in middle school for doing odd things which included painting strange hieroglyphs all over the school grounds using a field marker and placing all the school desks in the halls. Additionally, she accepted and rejected every guy who had ever asked her out, the longest lasting a week and the shortest being five minutes. She only seeks relationships with aliens, espers, and time travelers. This shows the depth of her interest in finding non-humans and strange phenomena.

In actuality, Haruhi is believed to be either a crack in the space-time continuum, the first technological singularity to be spontaneously born in the universe, or some sort of deity, depending on point of view. This belief stems from a massive spontaneous universal event that occurred three years prior to Haruhi meeting Kyon, of which Haruhi is said to be the cause. The event attracted the attention of three prominent groups: the Extraterrestrial Integrated Data Entity, time travelers from a distant future, and a group of espers known as the ""Agency."" Her powers which are capable of altering, creating, or destroying reality are triggered by her emotions and inner desires. It's been theorized by the espers that the current universe may be just one in a string that Haruhi had subconsciously created. In order to relieve stress whenever she becomes too emotionally unstable, patches of alternate dimension referred to as ""closed space"" are created and within resides gigantic blue entities that destroy the surrounding area. Despite having these powers Haruhi is completely oblivious to them or the existence of aliens, time travelers, and espers.
Personality
At first, Haruhi seems very indifferent and cold but underneath that front she is very spontaneous, upbeat, and hyperactive. Her determination, persistence, and resourcefulness drive her endeavors of finding strange phenomenon and promoting the SOS Brigade. Because of her dedication, she becomes hot-headed when things don't go her way. Hand-in-hand with her cleverness and creativity, and a certain ruthlessness, even seeming amorality, she can often get what she wants, an example of such is when she blackmailed the Computer Society President into giving her a brand new computer for the SOS Brigade. Haruhi tends to pursue her goals regardless of who gets in the way, or is hurt, such as Mikuru in the aforementioned blackmail. She also has a tendency to be jealous and angry when Kyon gets too friendly with any girl. Evidently, the universe was almost destroyed and recreated when Haruhi's jealousy was pushed too far.

Haruhi also has a very competitive personality and accepts without hesitation any challenge that crosses her, regardless of difficulty or time constraint. Her constant optimism and over-confidence make her seem arrogant. She has very high standards and won't accept anything less than perfection from herself and her Brigade. She places a lot of trust in her Brigade members, especially Kyon, to get the task done whatever it may be. This can sometimes make her seem selfish and unkind.

She is not shy and often attracts a lot of attention to the point of not minding changing clothes in front of various people, more so when her SOS Brigade is in mind. When it comes to Mikuru she is very physically playful. She often comments on Mikuru's attractiveness and seems to find a kind of enjoyment in exploiting it to her own ends, often through forcing Mikuru into and out of various costumes such as a bunny girl costume as if she were a human dress-up doll.


Haruhi also seems to hate showing signs of vulnerability to others. Following her concert performance at the school's culture festival when she and Yuki filled in for two members of the band ENOZ, Haruhi showed awkwardness toward the band members when they thanked her the following day. As Kyon pointed out, Haruhi was not used to receiving praise from others because of how mischievous she regularly acts toward others because of her abnormal interests. Though many of Haruhi's efforts are devoted to finding supernatural beings, she does not actually believe in them. This is suggested by Itsuki during the first light novel, that Haruhi does not force himself, Yuki, or Mikuru to reveal themselves because her commonsense will not let her believe that they exist. In fact, between the first and second light novels, when Kyon tries to convince Haruhi that the other SOS Brigade members are more than they appear, she does not believe him. Later, she bases The Adventures of Mikuru Asahina on Kyon's story.

SOS Brigade role
Haruhi is the founder and ""Brigade Chief"" of the SOS Brigade, or Saving The World by Overloading it with Fun Haruhi Suzumiya Brigade. She was unable to find any existing club suitable to her preferences. She made the group in order to find and have fun with aliens, espers, and time travelers. Upon creation, she names herself as its leader. Her method of finding and recruiting members is to ""voluntarily arrest"" them then force them to join.

The SOS Brigade is very precious to her and has stated to Kyon that she has no intention of yielding her position as Chief to anyone else. She will go to any lengths, even by exploiting the members, to bring attention and support for her Brigade such as procuring room and materials, maintaining their website, participating in sports tournaments, organizing activities such as city-wide searches for strange phenomenon among other things. She wrote, produced, and directed the Brigade's amateur-movie The Adventures of Mikuru Asahina for the school festival.


However, unbeknownst to her is the true purpose of the SOS Brigade: to prevent Haruhi from becoming bored, as her boredom would bring about the end of the world as the SOS Brigade's members know it. Kyon also happens to be a very important person in her life. For whatever reason, Haruhi ""chose"" Kyon. This is first said by Yuki, then restated by Mikuru, and Itsuki as well. She often relies on and trusts Kyon with anything. Kyon is the only person whom she has been open with, and when she briefly created a ""new world,"" he was the only person she had brought over from the ""old world."" These are all made evident in the fourth novel The Vanishment of Haruhi Suzumiya, where she remained at Kyon's side for the three days he was in a coma due to a small accident; however, he is apparently worth far more to her than even she realizes. Unknown to her, the person she knew as John Smith, who ""helped"" her draw weird symbols at the schoolyard of East Junior High (her old school) at night on Tanabata three years prior, is in fact, Kyon from the present time, sent back in time. Furthermore, his time there unintentionally created an alternate timeline where no SOS Brigade existed, Yuki, Mikuru, Ryoko, Itsuki, and Haruhi were normal humans and the latter two never transferred to North High, thus no SOS Brigade. Only by going back to that night again was Kyon able to set things right. Finally, should Kyon reveal to Haruhi that he is John Smith, it would radically change everything, as he stated to the Integrated Data Entity through Yuki."
Asahina, Mikuru;Mikuru Asahina (朝比奈 みくる);Mikuru  Asahina;"
Age: Unknown (17-18 speculated only)
Height: 152 cm (5 ft)
Occupation: Student (grade 11-12), SOS Deputy Vice Commander

Mikuru Asahina, a shy and timid girl with a childish naïveté, is the only character other than Kyon to be brought into the SOS Brigade against her will. She is defined by Kyon to be extremely cute, and is often sexually harassed by Haruhi Suzumiya.


She is in fact a time traveller from the future with the purpose of observing Haruhi during the course of the story line.
Considered one of the most beautiful girls in high school Mikuru is as kind, caring and thoughtful as she is beautiful. She easily gets scared or flustered, and is apparently prone to daydreaming as she can also be rather clumsy at times. Nevertheless, she can be surprisingly resilient and is capable of recovering from even the most discomforting of situations. However, because of her gentle nature she seems rather helpless most of the time. Kyon sees it as his duty to always watch over and protect her, although, when it comes to Haruhi there is no rescue.

Mikuru is the designated ""mascot"" of the SOS Brigade, serving as a way to attract interest and members by using her attractive physical qualities—her cute face, trim figure, and noticeably sizable bust. She was ""voluntarily arrested"" by Haruhi, who deemed it necessary to have an alluring lolita type in the club. Her sex appeal and innocence is often exploited by Haruhi to procure resources. Mikuru is on a regular occasion forced to wear any outfits that Haruhi buys for her. Haruhi also sees it fit that Mikuru is unable to dress and undress by herself most times and often does it for her, much to Mikuru's considerable—and vocal—distress. So far, Mikuru has worn the following outfits: maid, waitress, nurse, frog costume, cheerleader, miko, and the infamous bunny-girl.

The name ""Mikuru (みくる)"" is derived from ""Miku"" which when written in Kanji is ""Mirai (未来)"" (""future"" in Japanese)."
Koizumi, Itsuki;Itsuki Koizumi (古泉 一樹);Itsuki  Koizumi;"
Age: 16-17
Height: 178 cm (5' 10"")
Occupation: Student (grade 11), Vice Commander

Itsuki is the last member to have joined the SOS Brigade, having been recruited by Haruhi as a ""mysterious transfer student.""


Itsuki was sent to observe and keep Haruhi emotionally stable, in order to protect the rest of humanity. Although he is an esper, which is exactly one of the sorts of people Haruhi desires to meet, Itsuki never reveals himself as such, at least, not to her.
Itsuki is constantly smiling and always speaks in a formal and polite manner. He is also prone to giving long and detailed explanations, usually illustrated by exaggerated hand gestures. Itsuki has confirmed to Kyon once that his outer personality is merely an artificial image he fakes in accordance to Haruhi's impression of him, and hints that his true character is something quite different, being ""less pleasing"" in the eyes of others. Maintaining his casual, constantly smiling self, however, is vital for keeping Haruhi's mentality balanced.

Out of the three Brigade members, Kyon is the least fond of Itsuki. He often finds himself annoyed with Itsuki's plastic smile, his willingness to acquiesce to Haruhi's outrageous schemes, playful teasing and his various forays into his psychological and philosophical theories (e.g., omphalos hypothesis, Anthropic principle, etc.). He is also distrustful of Itsuki's intentions, comparing him to Yuki Nagato when it comes to deciphering his expressions. Itsuki's fondness for speculation often causes him to produce explanations for situations involving the SOS Brigade, its members and related events. Ironically, Itsuki can only share his theories with Kyon and also enthusiastically plays different kinds of board games with him to pass the time, despite losing all the time, although Kyon suspects that he may be doing so on purpose.


Despite the theory he advances in which Haruhi is the equivalent of God, Itsuki says that there are many differing lines of speculation about Haruhi within ""The Agency."" Itsuki himself does not believe in a singular God, nor does he regard Haruhi as such, although he reveals that he has colleagues that do. Apparently, most of the questions that he raises about Haruhi's true nature are philosophical in nature and do not necessarily represent his personal beliefs. Itsuki also reveals that the majority of ""The Agency"" advocates observing Haruhi instead of doing anything that might provoke her.

In the Disappearance arc, the altered Koizumi reveals that he has a crush on Haruhi. This does not necessarily mean that the real Koizumi harbors such feelings, but it is possible that he would have feelings for her if Kyon would not be Haruhi's love interest.

In the Astonishment arc, Koizumi is revealed to be the leader and founder of the Agency. Furthermore, he reveals part of his true personality when he blows up at the aliens and time travelers for meddling. More or less, he threatens war against both factions should they continuing tampering with Haruhi. Koizumi also says that he is a part of Haruhi's subconscious made physical, although he never explains what he means more fully. He seems especially suspicious of the time travelers, particularly Asahina (Adult)."
Tsuruya; Tsuruya (鶴屋);" ""Tsuru-chan"" Tsuruya";"
Tsuruya is the hyperactive friend of Mikuru (from the current time plane) notable for her loud voice, ankle-length hair, and prominent tooth. She possesses a cheerful and friendly disposition. She is also prone to long fits of unrestrained and intense laughter at things she considers even the slightest bit humorous.

Her fang-like tooth gives her an idiosyncratic speech pattern, causing her to misspeak words by leaving out syllables, as seen in episode 9. Her speech pattern is often accompanied with a lisp and her catch phrases ""megas"" and ""nyoro."" Her knowledge of the SOS Brigade comes almost exclusively from Mikuru. She is also the heir of the Tsuruya family, which purportedly collaborates with Itsuki's Agency. It is also unknown if Tsuruya has a secret identity or agenda.

Though not an actual member of the SOS Brigade, she does play a minor role in Mikuru Asahina's Adventure - Episode 00 and serves on their baseball team in episode four. She also has a small appearance in the ninth and twelfth episodes of the anime, but otherwise appears relatively sparingly throughout the anime. She appears a few more times during the novels, appearing more prominently than in the anime's rendition of the same stories, and even getting along very well with Haruhi. Kyon believes this is because both Haruhi and Tsuruya are nearly insane. Though she is not a brigade member, Tsuruya is still used as an extra body for some of the Brigade's activities.


In the light novels, it is strongly implied that Tsuruya's wealthy and venerable family is a covert supporter of ""the Agency"" to which Itsuki Koizumi belongs. Tsuruya herself seems to possess some knowledge of the secrets of the SOS Brigade and other matters, although she never explicitly says so. Tsuruya temporarily takes care of Mikuru Asahina during an event when the latter has a double presence in the ""present"" of the SOS Brigade and is also the caretaker of a mysterious artifact discovered on her family's grounds, both at Kyon's request.

In the original light novel The Disappearance of Haruhi Suzumiya, Tsuruya's role in the altered reality is that of Mikuru Asahina's best friend. She is shown to be extremely protective of her, even resorting to violence to keep her safe, but still maintains her cheerful disposition."
