Char_Name;Name_Jap;Name_Nick;Char_Data
Photo;Photo  (フォト);Photo  ;"
Photo was originally a slave, serving for a rich family who retrieved her, after being sold off. She believed in purity, in which she cannot hate or kill anyone. She believed the way she lived her life was a testament towards her future. But, when the rich family decides to have a feast on top of the mountains, Photo tried her best to follow every order from the rich family, regardless of how aggressive it is, or how poorly she was treated. When told to wash the plants on top of the mountains, Photo shortly came to a realization that the plants were poisonous. However, it was too late, as the poisonous leaves were heavily subdued into the soup the rich family built, and quickly consumed. After the accident, Photo discovered a motorrad in a truck the rich family brought onto the mountain, after being called by the motorrad several times. Photo asks the motorrad what she needs to do in order to die, and the motorrad told Photo: ""Just live."" She came to understand that saying, for how one that lives will eventually die. She became wealthy, could afford a beautiful home, and eventually became a photographer. Through her photography, she was called ""Photo,"" which became her alias. Photo's real name was never revealed, as she either threw her name away due to slavery, or she never had one in the first place."
Shishou;Shishou  (師匠);"Shishou ""Master"" ";"
Shishou is Kino's master who taught her marksmanship. She lives in the forest and does not travel. Her actual name is unknown; ""Shishou"" is a title meaning ""mentor"" or ""master"" (although Kino does not realize this at first). In the final episode of the anime, which chronologically takes place before most other episodes, the gunsmith who made The Cannon told Kino he gave the gun to a young woman who insisted everyone call her ""Shishou."" She traveled between countries and stirred up trouble wherever she went, meaning that Shishou was once a traveler.

In the novels, multiple stories are devoted to her travels alongside a man referred to as her ""student,"" when she was in her late twenties. She and her student are shown as being incredibly greedy, even to the point of being cruel. They travel in a battered yellow car.

(Source: Wikipedia)"
Tii;Tii  (ティー);"Tii ""Tifana"" ";"
Tii is a little girl with a white hair and green eyes. Her real name is Tifana.


It is revealed that she was born in the Ship Country and abandoned by her birth parents without having been given a name. She was named Tifana, after the name of the ship that carried the country's founders, whom all its residents (except for Tii) were descended from. As a result of her not being related to anyone else in the country, she was essentially disowned and generally hated by everyone in it. Following her meeting Shizu and Riku, Tii is adopted by Shizu and is brought along on his journeys."
Tchuhachkova, Nimya;Nimya Tchuhachkova ;Nimya  Tchuhachkova;"
A girl who dreams of flying with the birds and builds a flying machine in an attempt to realize that dream."
Seon, Jin;Jin Seon (선우 진);"Jin ""Bastard"" Seon";"
Jin is a scrawny teenager with pale skin, brown hair, and a blue right eye. Because of the ""accident"" during his childhood, Jin's left eye was substituted with a reddish-brown glass eye, which he hides with his irregular bangs. Due to his brutal nature while dealing with bullies and other opponents, Jin will occasionally appear bruised and cut from his fights.
"
Nomiya, Tomomi;Tomomi Nomiya (野宮 朋美);Tomomi  Nomiya;"
On the surface, Nomiya seems to be the proto-typical delinquent—he wears an afro, has dropped out of high school, and pauses to defecate on the school steps before leaving for good. It soon becomes clear, however, that Nomiya suffers from crushing guilt over a traffic accident he caused which cost a girl (Yamashita Yasumi) the use of her legs. While only an average student, Nomiya was obsessed with basketball, and not being able to play on the school team has left him directionless and without joy. While taking the paraplegic and seemingly catatonic Yasumi for a walk, Nomiya overhears the sounds of Togawa playing basketball. Starved for playing time, Nomiya challenges Togawa to a game and comes away impressed by Togawa's skill and determination. Soon, Nomiya becomes something of a cheerleader/mascot for the Tigers and a friend to Togawa. Even though he rarely gets a chance to actually play basketball, it seems to be enough for Nomiya to be around others that do.


Nomiya later in the series tries to join professional basketball team, he leaves strong impression but in the end he is not chosen. Some time after that he gains weight and slowly starts to lose his will. He is left wondering if this is the end of his basketball career. Nomiya spends much of his time in the manga wondering where he went wrong, and trying to fix his life—inspired by the Tigers' spirit, he shaves his head and goes on something of a monk-like quest to change his fate. Against all odds, his desire to change and positive attitude seem to be rubbing off on his co-workers and acquaintances.
(Source: Wikipedia)"
Togawa, Kiyoharu;Kiyoharu Togawa (戸川 清春);"Kiyoharu ""Vince"" Togawa";"
Forced to spend all of his free time after school practicing the piano, Togawa was something of an outcast to the rest of his junior high classmates. During the last PE class of the first semester, Togawa agrees to race the 100M dash against the fastest boy in his class and nearly beats him, earning an invitation to the school's track team. Togawa soon dedicates his life to becoming the fastest sprinter in the nation, but just as his goal seems in reach, he is diagnosed with osteosarcoma and loses his right leg below the knee. Togawa spends much of his time after the amputation in isolation, feeling his life is over until meeting Tora, an older man with an identical disability. Tora, a cool jet-setting tattoo artist, serves as a mentor to Togawa and introduces him to the world of wheelchair basketball through his team the Tigers. Togawa is a fiercely competitive player, and once left the team because he felt the other players weren't as serious as he was. Missing the game, Togawa returns to the Tigers, yet provokes a team mutiny early in the series because of his often ""unrealistic expectations."" Further conflicts arise when Togawa is offered a spot on the Japanese national team and is invited to join the Dream, the Tigers' arch-rivals. Togawa is rated a ""4.5"" on the wheelchair basketball point scale."
Takahashi, Hisanobu;Hisanobu Takahashi (高橋 久信);Hisanobu  Takahashi;"
At the start of the manga, Takahashi is a typical high school alpha male—captain of the basketball team, popular with girls, effortlessly smart, and a bully to other ""inferior"" students. In an effort to give his girlfriend a ride home after school, he steals a bicycle, is chased into traffic, and is hit by a garbage truck, rendering him paralyzed from the chest down. Realizing that his popular days are over, Takahashi feels that he has nothing to live for, and that he has dropped from an ""A"" class person to lower than an ""E"" class (Takahashi is obsessed with ranking the people around him—in ranks from A to E, with A being the best). Nomiya, a former teammate, is one of the few visitors Takahashi receives, and the visit is initially enough to upset Takahashi and inspire him to rehabilitate. After realizing he will never recover, however, Takahashi gives up and refuses to help himself, even going so far as to tell his mother to die and never come back. The hospital staff calls Takahashi's father, hoping that a visit to the country will help in his recovery, but Takahashi hasn't seen his father in eight years and the visit remains highly uncomfortable. After spending time with his father, Takahashi breaks down and admits that he has a lot of unexplored anger and resentment toward his father for abandoning the family.

(Source: Wikipedia)"
Shiratori, Kazuo;Kazuo Shiratori ;Kazuo  Shiratori;"
A pro-wrestling heel working his way back to his feet after a traffic accident. Nicknamed ""The Scorpion"" in the ring."
Yamashita, Natsumi;Natsumi Yamashita (なっちゃん);Natsumi  Yamashita;"
No biography written."
Mitsuru, Nagano;Nagano Mitsuru ;Nagano  Mitsuru;"
No biography written."
Hitoshi, Yamauchi;Yamauchi Hitoshi ;Yamauchi  Hitoshi;"
Yama meets Togawa in the same time as Tora. He is also in the Tigers' team and introduces Togawa to it. Yama has an illness that makes him lose little by little the use of his muscles.

Yama was the manager of the Hanazawa Middle School track team before his illness prevented him from. He knows every national 100m race winner, even stating that the last one was won by Togawa as, before he stopped because of his leg, he ""ran the fastest"". He talks to Togawa about his illness (saying he will not live after 20) without being resentful, what Togawa doesn’t understand, being depressive after his own operation. Yama tells him that ""nobody knows why we're alive. We don't have time to bother"".

When Yama can hardly go out of his home, Togawa often visits him, always with a remainder of the Tigers, and Yama is always cheerful about it. He once assumed Azumi and Togawa were together, saying they were ""a nice couple"" and asking about their engagement, embarrassing them both.

As the disease progresses, Yama becomes very negative and bitter, making Togawa distressed. To help him, Togawa tells him how much of a hero he is to him, showing so much normality when he knew he was doomed, and helping him too."
Tora, Katsuta;Katsuta Tora ;Katsuta  Tora;"
Tora is a tattooist and a player for the Tigers' team in its beginnings. He has a huge tiger tattoo on his back, reminding of his name which also means ""tiger"". He is the one making Togawa stand up for himself and fight in life after his amputation.

Tora is a jolly character full of strength. Like Togawa, he has a ""rotation"" for his amputated leg, but that doesn't seem to faze him. He meets Togawa while this one is performing a check for his operation, and knows already his name, barely introducing himself and telling Togawa to use a wheelchair before speeding away. When Yama takes Togawa to one of the Tigers' session, Tora's strength and speed astonish him, when he thought he could no longer feel anything that could compete with the feelings he had while running.

When Togawa comes back to see the Tigers after crying after Azumi, Tora states it's ""good, excellent"" (the crying after a girl, while Togawa tries denying everything), puzzling everyone, then makes Togawa drive a wheelchair, integrating him by making him chasing them while he knows Togawa isn't good with wheeling a chair, thus considering him equal to the rest.

He then brings him to his tattoo shop, where Togawa has a fright given that Tora's apprentices mistake Togawa for Tora and pounce on him. Getting him a bit drunk, Tora manages to make Togawa spill everything he has bottled up since his amputation, particularly his feelings towards his father, feeling he is ""nothing but a baggage to him"". Once he's finished, Tora tells him to fight for himself no matter the judgment of others, and gives him his basketball wheelchair, as ""brother with the same leg"". The day after, Togawa asks him for a star tattoo on his chest, as proof for his new life, being the last client of Tora's shop, considering Tora is going to travel around the world right after.

Tora is indubitably the one that had the biggest influence on the turn of Togawa's life right after his amputation, showing him the world doesn't end after this. This is in his memory that Togawa doesn't want the Tigers to end or even leaving them, though the Dreams' manager, a national team, wants him to."
Azumi, Kumi;Kumi Azumi (安積 久美);Kumi  Azumi;"
Azumi is Togawa's childhood friend.

At the time, it seems they liked each other a lot, Togawa promising himself to tell her ""when [he] beats 11 seconds"". Unfortunately, this race was the last one he participated to as the sarcoma in his leg prevented him from finishing it, thus, not beating 11 seconds. With him in the athletic class, she was the only one to stubbornly persist in visiting him, though his father close them up from anyone's eye, to protect his son.

After his meeting with Tora, he accepts her presence showing her his amputated leg, and she surprises him when she names the procedure, indicating him she did research about it.

She is the Tigers' manager, often playing the peacemaker between Togawa and his teammates, given he has temper.

She met Nomiya in driving school, where she admits she is trying to have her licence so that she can drive Togawa to games and practices.

She is shy and self conscious, though can get quite angry (in her thoughts) when Togawa doesn't acknowledge her efforts with dealing with him."
Osaki, Nana;Nana Osaki (大崎 ナナ);Nana  Osaki;"
Born: March 5, 1981
Height: 162 cm (5'4"")
Weight: 43 kg (95 lbs.)
Family: Misuzu Osaki (mother)
Miyuki Osaki (grandmother, also foster mother—deceased)
Misato Uehara (half-sister)

One of the titular characters of the series, Osaki Nana may look like a tough punk rocker, but she has a kind heart and is a devoted friend. Abandoned by her parents and raised by her grandmother, Nana was expelled from high school after she was falsely accused of prostitution. Despite these hardships, Nana ""polishes the shards of her dreams"" and is determined to be successful as the lead vocalist of Blast. She is now engaged to her first love, Ren, although she also has lingering, ambiguous feelings for Yasu. Nana's favourite things never change. Her favorite designer is Vivienne Westwood, and her favorite band is the Sex Pistols. She smokes Seven Stars and likes coffee with milk and strawberry cake. She also has the ability to cook, but prepares all her food with too much salt which only Ren seems to enjoy.


In recent chapters, Nana had started getting panic attacks due to stressful situations, causing her to have trouble breathing. This usually had to be remedied by putting a bag over her mouth to circulate carbon dioxide and regulate her breathing. Hachi wasn't aware of this problem until Chapter 81, where she helped Nana's breathing giving her mouth-to-mouth resuscitation, providing her carbon dioxide.
(Source: Wikipedia, Nana wikia)"
Komatsu, Nana;Nana Komatsu (小松 奈々);"Nana ""Hachi, Hachiko"" Komatsu";"
Born: November 30, 1980
Height: 158 cm
Weight: 46 kg
Family: Mother (Natsuko), Father, Older sister (Nao) and younger sister (Nami).

Komatsu came to Tokyo, looking to find her dream. Unlike Osaki, Komatsu came from a large and happy household, though her childish outlook prevented her from living on her own initially. She's the middle child of three sisters.

Her chance encounter with Osaki began a friendship which changes Komatsu's life forever. She is introduced to Osaki's band, Black Stones, and their members. She later even helps ""Blast"" to find their bassist, by drawing a poster to advertise the vacancy. Much to her surprise, she also discovers that the members of Blast were friends with the members of Trapnest, a popular rock band of which she's a very big fan.


Nana Komatsu discovers she is pregnant (revealed in chapters 25 and 26), and although she really loves Nobuo, she realizes that Takumi would be in a better position to care for her and her unborn child. She also chooses to be with Takumi because she knows that the only way Nobu would be able to care for it would be to give up playing with Blast and return to his family's inn. She doesn't want him to give up his dream, plus she wants Blast to become famous and popular more than anything. Nana K. clings to Takumi's calm attitude towards her pregnancy, and she is given strength through his kindness at that time. Because of her pregnancy, she marries Takumi (initially in name only, for Takumi delayed their wedding because of Osaki's engagement to Ren). Her married name throughout the series is Nana Ichinose. As the time passes, she realizes she loves Takumi. Takumi's compliments on her cooking when they first met encourages her to improve her cooking even more and take cooking classes. She makes breakfast for Takumi everyday and draws a funny face on it with ketchup, usually stating her mood to Takumi. They both seem to have a mundane married relationship, with quarrels and making up due to her naive and forgiving nature and Takumi's forgetful nonchalant nature. She hopes that she will be able to live happily, although in the future sequences of NANA she lives in Japan while he lives in London, England.
(Source: Wikia)"
Okazaki, Shinichi;Shinichi Okazaki (岡崎 真一);"Shinichi ""Shin"" Okazaki";"
Age: 15
Birthdate: November 1, 1985
Blood Type: AB
Height: 164 cm
Weight: 50 kg

Shinichi Okazaki is the bass player of Blast, and youngest member of the band, being only 15 years old.

Shin was born in Sweden, he speaks British English with a Swedish accent. Due to his dysfunctional family, Shin left his home and abandoned his original family name.


He moonlights as a male prostitute, with Reira being one of his clients. Among other things, he is an expert mahjong player and a confidant and early roommate to Nobu. After being threatened by Takumi, he stops seeing Reira to protect her status and his own feelings. Ryouko Kawashigi, one of his older clients, bears a striking resemblance to Reira and he sees her again after the two musicians ended their relationship. She lives near his parents' apartment, works as a stewardess, and is the one that taught Shin ""bad things"". He and Ryouko were put under arrest for possession of marijuana which caused BLAST to withdraw from their tour. In the future it is shown he has become an actor."
Terashima, Nobuo;Nobuo Terashima (寺島伸夫);"Nobuo ""Nobu"" Terashima";"
Date of Birth: January 23, 1981
Blood type: A (II)

He is the guitarist of Blast; attended the same high school as Nana Osaki. He is friendly and optimistic, but at times, he tends to miss the focus of conversations around him. Before Nana's ""smoking ban"", he is the only non-smoking member of Blast. But, his poor threshold for alcohol meant that he leaked many secrets while he is drunk (most notably, about Nana and Ren's relationship to Shin). Like Yasushi, Nobu comes from a rich family (his parents own an inn). Despite this, he is still very passionate about music, even sharing Osaki's dream of making it big with a band one day.


He falls in love with Hachi and they start a short but happy relationship. When Takumi tells Nobu about her pregnancy, Hachi painfully leaves him for Takumi. While he eventually accepts the reasons why she left him, he still fears the possibility of the child being his and he continues to have feelings for Hachi."
Takagi, Yasushi;Yasushi Takagi (高木 泰士);"Yasushi ""Yasu"" Takagi";"
He plays percussion and is the leader of Blast, usually handling the business partnerships and financial decisions needed for the band's success. His favorite cigarette brand is ""Black Stones"", from which the band got their name. He is also a lawyer in training, despite his ""scary"" appearance (clean shaven head, many earrings and dark glasses). He's the big brother figure for Nana O—and sometimes Nobu—and acted as Nana's ""guardian"" when she arrived in Tokyo. While he harbors some feelings for her, he baits Ren to rekindle their love for each other. In the past, he shared several ties with Trapnest's members. Yasu and Ren grew up in the same orphanage and remained close friends when Yasu was adopted. He dated Reira while in high school and was jealous of Takumi's success and influence on her, which he later relates as the reasons for their break up. Also, he's the oldest member of Blast which Nobu sometimes teases him about (by calling him ""old man""). He is in a budding romance with Miu to the surprise of Ren and others—who were sure he would date Reira again.


He is also in love with Nana.

In the manga, he is currently dating Miu."
Honjou, Ren;Ren Honjou (本城 蓮);Ren  Honjou;"
Blast's former bassist, Ren is actually Trapnest's guitarist. He is very popular and his music is well-received by fans. He and Nana Osaki were once in a relationship. Ren is a big fan of the Sex Pistols; he participated in a tribute album to them, and wears a ""Sid Vicious"" padlock around his neck that he received from Nana. Nana had an image of a lotus tattooed on her upper arm in honor of him (""Ren"" is a Japanese name for lotus). The brand of the cigarettes he originally smoked was the 'Seven Stars'.

Nana first met him through Nobu, who really just admired him from afar. Ren was popular around their hometown for supposedly being found as a baby in an abandoned warehouse, which he lives in to this day. He isn't ashamed of this; he actually brags about it.

Ren and Nana are proven to be very similar throughout the series, but they are not totally similar. Ren seems to be more open with his love for Nana, being able to ask for her back and her hand in marriage while those thoughts just made Nana want to yell at him. Ren also really would like a family and child, while Nana really dislikes the concept because she doesn't want to be the dependent wife who makes miso soup for her husband all day.


Later on in the series, Ren develops a drug addiction and his life starts to spiral out of control. Shortly after begging his manager for more drugs, on his knees, quivering in pain from withdrawal, he dies. He dies from a car crash. Reporters were following him and happened to see it. While driving, Ren sees a black cat, and thinking it is Nana (due to the hallucinogenics ), swerves into a building, which happened to be where he's lived all of his life in. No one is really sure if it was a suicide attempt or accidental. Crashing into that building does make it seem like a suicide attempt, but his body was found with both of his hands covering his chest and unscathed, which the doctors in the manga say it indicates Ren tried to protect his hands when he realized the car went out of control, thus an accident. Takumi also believes that the incident was not suicidal after seeing his body, because Ren protected his precious music playing hands. Ren's face was unidentifiable due to how severe the accident was."
Ichinose, Takumi;Takumi Ichinose (一ノ瀬巧);Takumi  Ichinose;"
Age: 23
Date of Birth: December 12, 1977
Height: 183 cm
Weight: 67 kg

The leader and bassist of Trapnest. He is handsome and has a reputation of being a playboy. Despite his raw sexual charisma, Takumi can also be a cold and controlling workaholic. His favorite brand of cigarettes is Gitanes.


Coming from a family with an alcoholic and bitter father, he and his older sister learned to be independent at a young age due to their mother being bed-ridden with illness in the hospital. He looked after Layla since they were children and always harbored a brother-like care for her. He ends up dating and sleeping with Hachi, which dubiously resulted in Hachi's pregnancy. For some reason, perhaps because of his family background or because he is starting to become possessive, he refuses to leave Hachi and the unborn child despite Hachi's uncertainty whether it is his or Nobu's. In a previous chapter, Naoki said something to Yasu about Takumi not letting the woman he is infatuated with run away that easily; and Ren saying that Takumi hates getting into such mess, which hints that Takumi took responsibility not just only because of sheer sense of responsibility but he is starting to care for her. But although he loves Hachi and is ""infatuated"" with her, Takumi still keeps his playboy habits, cheating on her first with a soap-opera actress and later on with Reira, who has openly declared her desire to become his lover.

In the last few chapters, it is revealed that Takumi and Hachi have another child, whom they named after Ren. Both Takumi and Hachi live separately as the manga ends, due to Takumi's hectic work. Ren, their son, lives with Takumi in England, while Satsuki stays with Hachi, who decides to not follow her husband in order to wait for the missing Nana."
Serizawa, Layla;Layla Serizawa (芹澤レイラ);"Layla ""Reira"" Serizawa";"
Birthdate: November 1, 1978

Although her name is often transliterated as ""Reira"", her actual name is ""Layla"", after Eric Clapton's famous song of the same name. She is half-American, half-Japanese, and is the lead singer of Trapnest. She also penned some of their songs.

Layla's friendship with her band comes all the way back to her elementary school days, starting with Takumi Ichinose. The two met when Layla and her mother moved to Japan. Often criticized by the neighborhood because of her then-vague understanding of the Japanese language, Takumi was asked to befriend her. The two stuck together throughout their childhood, mostly teaching each other about their first language - Reira learned more about Japanese, while Takumi learned more about English.

Layla always showed an interest in singing at a young age, seen through her rendition of Cyndi Lauper's ""Time After Time"". During one of the first times she's shown singing this, she tells Takumi she loves him and gives a rather unexpected kiss. As this prompts him to be (not unexpectedly) put-off, Layla explains, though not very convincingly, that she often kissed (or was kissed by) anyone she respected or admired back in America, such as her parents or teacher. After being told that it's usually only reserved for ""adults in love"", Takumi reluctantly tells her it's fine if she does that, or holds hands with him, as long as it's only when they are alone.

Their friendship remains a close one until the beginning of middle/junior high school, when Layla (again) kisses him after he calls her cute, just like any other day. This time, however, he admits to her that they're getting older and she should only do those things with a boyfriend. Layla doesn't hesitate to ask him to take that place, but Takumi, somewhat unwittingly, rejects her coldly, saying he already has a girl of his own. Takumi begins to tell Layla it shouldn't be hard for her to find a nice boy herself, but by then she's gone from the room.

In between junior high and high school, she befriends both Naoki Fujieda and Yasushi Takagi, the latter of which was then in the band Brute with Ren Honjo. Layla became frustrated with Takumi only seeing their relationship as that of a brother and sister, or in her eyes, being nothing more than Takumi's ""caged songbird"". At one point in time, she even asks him what she is to him, but he doesn't respond. To deal with her unrequited feelings, she begins to date Yasu. Their relationship doesn't last, but it was a nice distraction from the pain.

Within Trapnest, she has at times been seen 'expressing' interest in both Takumi and Ren, drawing the ire of Nana Osaki. To make matters worse, the tabloid magazine, SEARCH mailed to Nana photographs of Ren and Layla together, though the shots were simply of an innocent trip the two took to their hometown. To stop the magazine from publishing the photos, Takumi decided to reveal his relationship with Hachi, who initially was suspicious of Layla as well.

Around the time when her band was at its most popular, Layla decided to visit a nightclub in an attempt to pick up an escort for the night. In doing this, she meets and provokes the attention of Shinichi Okazaki, Blast's bassist. After spending a night with him, she continues their meetings. The two eventually decide (at first through Layla's wishes) that the relationship is more than that of a prostitute and client, and Shin requests she no longer pays him to stay the night.

Eventually, Takumi catches onto their situation. Knowing that the teen was underage, and also that Layla could possibly ruin her career, Takumi warned both parties to think of the possible consequences. Layla initially brushed off his idea, later realizing how potentially dangerous their meetings were, thanks to the media's recent capture of Layla and Ren together. She reluctantly breaks it off with Shin, only to regret it and beg for forgiveness, possibly repairing their relationship. Shin, however, still a bit scared of Takumi's warning and not wanting to sully her reputation, refused. The two have yet to get back together.

In current chapters, Layla has given valentines chocolates to Takumi and tells him she is ""tired of forcing herself"" through tears. Takumi states that she is more important to him than anyone, and inquiries whether she's sure that she only wants to become one of his many lovers, knowing that they couldn't have a relationship. She accepts and they kiss passionately, but are soon interrupted. Takumi flees the scene quickly, but not without catching the eye of Ren, who wanders back into the room to check on Layla. They are last seen walking out together, Layla wiping her eyes. Takumi however becomes unsettled about Layla and himself, and its unclear if their relationship continues in the future."
Saotome, Junko;Junko Saotome (早乙女淳子);"Junko ""Jun"" Saotome";"
Nana's sensible, no-nonsense best friend. Junko is much more emotionally mature than Nana and often pushes her to be more independent and responsible. She's the host of the omake (bonus) section at the end of each manga volume, reading fan mail and displaying fan art. She's often called ""Jun"" by Nana K."
Shinoda, Miu;Miu Shinoda (篠田美雨);"Miu ""Myuu"" Shinoda";"
A placid and soft-spoken actress who shares a boarding house with Blast and Yuri. She is 27, but her acting profile states that she is 23. Her name is often mispronounced ""Myuu"" by many people. Miu wears long sleeves to hide the scars on her wrists from self-mutilation. Also, in volume 11 (the volume where she first appears), it's shown that she's a very good mahjong player (she claimed that she learned her skills by having special training for her role in a mahjong movie as a nameless rival).


She is currently dating Yasu.

(Source: Wikipedia)"
Minami, Maho;Maho Minami (南 真帆);Maho  Minami;"
Ryuusuke's 14-year-old sister who is a talented singer with a strange relationship with Koyuki. At times she seems attracted to him; at others she brushes him off with little regard to his often ignored feelings."
Tanaka, Yukio;Yukio Tanaka (田中 幸雄);"Yukio ""Koyuki"" Tanaka";"
The main character. The series follows his rapid development from living an average life to becoming an outstanding guitarist. Being a weak individual lacking an authoritative presence, he cannot help but let others push him around, a possible metaphoric stereotype on the very proper and manner conscious Japanese society. Recruited as the last member of BECK, he serves as the second guitarist and vocalist, and has a very beautiful voice that is mostly used for Beck's slower songs. He owns a Fender Telecaster."
Minami, Ryuusuke;Ryuusuke Minami (南 竜介);"Ryuusuke ""Ray"" Minami";"
A Japanese character with a long history in America. He speaks fluent English and frequently uses both Japanese and English in his conversations. He lives alone in a shack by the fishing pond. His skills and taste in music inspire Koyuki to take up the guitar. The band's creator, Ryusuke is BECK's lead guitarist. A once-younger Ryusuke and Eddie Lee stole the Lucille from the trunk of Syke's vehicle."
Chiba, Tsunemi;Tsunemi Chiba (千葉 恒美);Tsunemi  Chiba;"
Main vocalist for BECK, he is the key member that Ryusuke needed to bring Taira into the band. His attitude, style, and appearance was based on Zack De La Rocha from Rage Against The Machine and compared to Koyuki, his voice is more punk and rock oriented, like the majority of the band's songs. He also named the band ""Beck"" after staring at Ryusuke's dog for a few moments. He also tends to pick his nose."
Taira, Yoshiyuki;Yoshiyuki Taira (平 義行);Yoshiyuki  Taira;"
The first recruited member of BECK, Taira is the bassist, and the most talented band member next to Ryusuke. He plays a Music Man StingRay bass. His attitude may sometimes come off as uncaring. He has been seen working as a traffic officer. As the story progresses, we learn that his father was a jazz musician that left him and his mother when he was young."
Sakurai, Yuuji;Yuuji Sakurai (桜井 裕志);"Yuuji ""Saku"" Sakurai";"
The fourth member to join. He was Koyuki's first good friend, sticking with him even when the school bully and his gang beat him up for breaking the silent treatment on Koyuki. He is the drummer, inspired by his brother, and replaces the original drummer of BECK who followed Ryusuke from his original band, Serial Mama."
Saitou, Kenichi;Kenichi Saitou (斉藤研一);Kenichi  Saitou;"
Koyuki's guitar and swimming teacher, Saitou once swam in the Olympics but was unable to achieve his dream of winning so has turned his life to teaching others how to swim better. Saitou is loud and demanding in public, and especially strict when it comes to swimming. But when he is out of the water he is much more open, even turning to Koyuki for advice on his attractions to Momo. Saitou is a fan of British rock and his favorite band in the anime is the fictional Rocket Boys"
Lee, Eddie;Eddie Lee (エディ・リー);Eddie  Lee;"
Lead guitarist of Dying Breed, he was Ryusuke's close (and only) friend. It is while they are growing up (and carjacking) that Eddie helped him find Beck (the seemingly patchwork dog) and Lucille. He seems to resemble Kurt Cobain from Nirvana, he can be also based on Eddie Vedder of Pearl Jam or Geddy Lee of Rush.


Just before he died, he entrusted Koyuki with part of his new song ""Devil's Way"", later Beck completed the song to perform it live in honor of Eddie"
Reed, Matt;Matt Reed ;Matt  Reed;"
Lead singer for Beck's American band ""Dying Breed"". Known as rock's craziest guy.

After letting Koyuki sing with them at the stage he became a fan of him and tries to push Koyuki to the top."
Masuoka, Hiromi;Hiromi Masuoka ;Hiromi  Masuoka;"
Hiromi Masuoka is a student at the Ichieda Gakuen Private High School attended by Koyuki, Saku, and Chiba. She also worked for a period in a doughnut shop next to Koyuki's, the Seiryuu restaurant. She is a friend of Koyuki and Saku."
Miyazono, Kaori;Kaori Miyazono (宮園 かをり);"Kaori ""Kao-chan"" Miyazono";"
Age: 14-15
Birthday: July 4

Kaori Miyazono is one of the main protagonists of Shigatsu wa Kimi no Uso. She is a violinist who helps Kousei Arima return to the piano world after his mother's death.

Kaori Miyazono is a free-spirited violinist whose playing style reflects on her personality. She is independent, unpredictable, and short-tempered. It is also touched upon that she is passive aggressive at times. Kaori likes to depend on herself and only herself and can be seen as more of a support for others.

While considered a really sloppy violin player from a technical standpoint, such as not following music score sheets the way they are written, Kaori is an amazing violinist. Noted by one of the judges at Towa Hall during the first competition of the series, her pure abilities far exceed the others in the competition. She wields a free spirited style of performance that emphasizes emotions and artistry over the pure mechanics of music, such playing to specific tempos and dynamics originally intended by the composer. Her style of music is what rekindles Kousei's passion for the piano and inspires him to redefine himself as a musician.

In addition, she has the ability to play the melodica and has had some experience playing the piano.


When Kaori was five-years-old, her piano class went to see a music recital, there, she first saw Kousei. From the moment he touched the keys and started playing, she was immediately inspired by the spirit in his music. Kaori was originally an aspiring pianist herself, however later decided that she would become a violinist and have Kousei play with her. Kaori was always a physically weak child, and underwent many surgeries. Over time, her hospitalisations became more frequent and prolonged. One day, she saw her parents crying in the hospital as they realized she didn't have a lot of time left. Because of this, she decided to live a full and happy life before passing away. She put on the contacts which she never had the courage to wear, ate a lot and ignored the aspect of her appearance and played the music the way she wanted to and not how everyone else wanted her to. Then, she told a lie.

It is later revealed that she wasn't able to perform with Kousei after she fell and hit her head at home, resulting in her bleeding and passing out. After this incident, Kousei rushed to visit Kaori after hearing from Tsubaki that she was hospitalised again. It later comes to a point where it becomes obvious her health is deteriorating rapidly and she can no longer hide her illness from her friends. She is shown at one stage that her illness has caused bouts of paralysis in her legs, where she suddenly falls to the ground while walking down the hallway in the hospital, unable to make herself stand up. As Kaori's final days were coming, she wrote a farewell letter to Kousei. On February 18, the day of Kousei's piano competition, Kaori had her operation. At her funeral, her mother gave the letter she wrote to Kousei.

After witnessing Kousei performing at the recital, she was awestruck by him and immediately gave up on playing the piano as she wants Kousei to play for her. A few years later, Kaori finally got to meet with Kousei. After getting to know each other, they both realised that they as musicians, have a lot in common. Kaori first found out that Kousei became tone-deaf when he's concentrating on playing the piano when she asked him to play 'Twinkle Twinkle Little Star' in a cafe. She then demanded Kousei to be her accompanist. Although reluctant at first, Kousei finally accepted when Kaori begged him to support her in that ""moment that she's about to lose heart."" Their relationship gradually strengthens and they start spending more and more time together, especially in the music room. Kousei found himself falling in love with Kaori, but held back because she was Watari's love interest. At the end of the series after Kaori's death, it is revealed that she always had a crush on Kousei and always loved him since she was young, and because she knew Tsubaki also loved Kousei and would never introduce her to him if she found out, thus having to lie about her faked crush on Watari just so she could approach Kousei.
(Source: Shigatsu wa Kimi no Uso Wikia)"
